g_force,accel_change,road_type,gyro_z_abs,label
0.027399072,0.157450258,Normal,0.015088206,Safe
0.036959736,0.174971355,Normal,0.021632679,Safe
0.034480191,0.126740927,Normal,0.029815476,Safe
0.047181134,0.163236843,Normal,0.020801082,Safe
0.030356544,0.112314064,Normal,0.028893556,Safe
0.039223742,0.114141675,Normal,0.024968274,Safe
0.029265362,0.11797629,Normal,0.018763175,Safe
0.038360514,0.174533954,Normal,0.015648944,Safe
0.040199048,0.146009222,Normal,0.021864742,Safe
0.03666909,0.14482548,Normal,0.027701629,Safe
0.090946923,0.216980068,Normal,0.048579436,Safe
0.099017155,0.300194958,Normal,0.103342682,Safe
0.099325215,0.358663761,Normal,0.141096264,Safe
0.111543625,0.184060142,Normal,0.078292474,Safe
0.104244257,0.255779499,Normal,0.041864052,Safe
0.114098636,0.118368301,Normal,0.10814143,Safe
0.100180033,0.228023387,Normal,0.061688364,Safe
0.070841366,0.227088665,Normal,0.056842405,Safe
0.137326765,0.219868509,Normal,0.033071037,Safe
0.079133651,0.231318206,Normal,0.036752548,Safe
0.073508435,0.214229829,Normal,0.035408191,Safe
0.083788605,0.296328295,Normal,0.026780354,Safe
0.083445785,0.34976765,Normal,0.030916573,Safe
0.162363976,0.198119644,Normal,0.003129765,Safe
0.043724139,0.117249605,Normal,0.013190388,Safe
0.064855481,0.173130224,Normal,0.004502582,Safe
0.050678473,0.134978299,Normal,0.008921472,Safe
0.148770805,0.351226713,Normal,0.01483942,Safe
0.147604006,0.316700141,Normal,0.033981297,Safe
0.16253256,0.237661812,Normal,0.025298651,Safe
0.275875103,0.229336157,Rough,0.020950688,Safe
0.160565448,0.166406589,Normal,0.010714798,Safe
0.168159473,0.441986555,Normal,0.107658334,Safe
0.169265636,0.316603527,Normal,0.069223218,Safe
0.165744685,0.344903193,Normal,0.272785127,Safe
0.095483903,0.293938316,Normal,0.066769622,Safe
0.122864365,0.83412,Normal,0.082981043,Safe
0.27193961,0.50154583,Normal,0.087110989,Safe
0.482190662,1.524640408,Rough,0.705319405,Dangerous
0.322151113,0.64857508,Normal,0.140860155,Safe
0.175561012,0.910897806,Normal,0.266605407,Safe
0.14952828,0.479259473,Normal,0.111446813,Safe
0.18627249,0.392255467,Normal,0.082018033,Safe
0.236305612,0.572063356,Normal,0.036979113,Safe
0.250206881,0.558058117,Rough,0.058229506,Safe
0.424727785,1.074379701,Rough,0.18226181,Safe
0.494112959,1.195588963,Rough,0.149491057,Safe
0.160594878,0.544126128,Normal,0.034180522,Safe
0.167015607,0.440960769,Normal,0.031634998,Safe
0.196669262,0.48527552,Normal,0.040929239,Safe
0.231374526,0.792761094,Normal,0.110587008,Safe
0.229076835,0.582060551,Normal,0.057938877,Safe
0.602646355,1.27794175,Rough,0.042716,Safe
0.915901878,3.152170395,Rough,1.374411821,Dangerous
0.272924196,0.808665012,Rough,0.119882129,Safe
0.262361835,0.720226668,Rough,0.116311967,Safe
0.332315959,0.920029988,Rough,0.073763937,Safe
0.477369467,1.25634371,Rough,0.136075035,Safe
0.72711688,2.452680462,Rough,0.230944708,Dangerous
0.249411837,0.570920868,Normal,0.138869464,Safe
0.295256963,0.648178294,Rough,0.156221792,Safe
0.271286967,0.810420266,Rough,0.114750236,Safe
0.28854901,0.943689957,Normal,0.068707496,Safe
0.328613892,0.235067494,Normal,0.069270499,Safe
0.336007358,0.363328945,Rough,0.097798511,Safe
0.299254184,0.353320923,Normal,0.025136655,Safe
0.304340794,0.405592171,Normal,0.064393908,Safe
0.36835893,0.560595696,Rough,0.095300704,Safe
0.266141211,0.581202585,Rough,0.153300732,Safe
0.664834692,1.219354162,Rough,0.340367019,Safe
0.386526945,0.823842531,Rough,0.192150414,Safe
0.33141878,0.341995315,Normal,0.036152251,Safe
0.340792141,0.184666414,Normal,0.021206163,Safe
0.193442908,0.167347857,Normal,0.056689639,Safe
0.067255389,0.256209314,Normal,0.026334159,Safe
0.044342773,0.197486436,Normal,0.013365212,Safe
0.036062198,0.116404274,Normal,0.007570305,Safe
0.034677296,0.153406968,Normal,0.007587883,Safe
0.04101637,0.15748214,Normal,0.007816005,Safe
0.029209903,0.162400211,Normal,0.004933292,Safe
0.02864974,0.117001444,Normal,0.005214942,Safe
0.059963553,0.333771719,Normal,0.022874754,Safe
0.077687787,0.349790083,Normal,0.020994209,Safe
0.033829434,0.146501582,Normal,0.017223597,Safe
0.02843232,0.125013994,Normal,0.009046009,Safe
0.031644592,0.140151308,Normal,0.010042384,Safe
0.3443106,1.632706799,Normal,0.157066256,Dangerous
0.111795955,0.862411592,Normal,0.11696507,Safe
0.079439439,0.312144846,Normal,0.209419429,Safe
0.193819505,0.677761311,Normal,0.379336953,Safe
0.185746357,0.439758521,Normal,0.055364992,Safe
0.160337978,0.333222053,Normal,0.054973494,Safe
0.216039988,0.495294242,Rough,0.084018476,Safe
0.172110812,0.322586258,Normal,0.023582801,Safe
0.133397577,0.197547194,Normal,0.033309586,Safe
0.232268187,0.386368287,Normal,0.069983155,Safe
0.171469326,0.258935227,Normal,0.030055031,Safe
0.59271255,2.360266698,Rough,1.490095615,Dangerous
0.34751066,1.223958951,Rough,0.962908626,Dangerous
0.168062141,0.213425014,Normal,0.014642185,Safe
0.145029772,0.431348059,Normal,0.014916651,Safe
0.178901868,0.86370232,Normal,0.039447885,Safe
0.49793754,1.086871357,Rough,0.210075632,Safe
0.326649055,0.859052361,Rough,0.106295429,Safe
0.323513986,1.131157976,Rough,0.080131546,Safe
0.249237322,0.589939206,Normal,0.068529069,Safe
0.259696003,0.693403403,Normal,0.064933687,Safe
0.313107802,1.089451804,Rough,0.146921635,Safe
0.246517848,1.096361544,Rough,0.075730711,Safe
0.253850957,0.745326423,Normal,0.064523973,Safe
0.321435594,0.993183196,Rough,0.207161516,Safe
0.416125137,1.125268888,Rough,0.18407698,Safe
0.682180173,2.117862133,Rough,0.358641505,Dangerous
0.624754206,1.792998575,Rough,0.279985964,Dangerous
0.432441827,1.479240832,Rough,0.188048169,Dangerous
0.288164265,0.872758744,Rough,0.112922676,Safe
0.354711238,0.550808672,Normal,0.076113455,Safe
0.812550418,2.687095039,Rough,0.095805481,Dangerous
0.521530594,0.775172324,Rough,0.292460442,Safe
0.562984418,0.767914085,Rough,0.222868353,Safe
0.422642661,0.508149173,Rough,0.255486757,Safe
0.475527893,1.045968675,Rough,1.344002604,Dangerous
0.442757578,0.971944005,Rough,0.826249123,Dangerous
0.477387876,1.494075211,Rough,0.760454416,Dangerous
0.343989447,0.751282091,Rough,0.195875496,Safe
0.450852975,0.998141057,Rough,0.393912613,Safe
0.517432351,1.470850048,Rough,0.379105061,Dangerous
0.398642513,1.054695619,Rough,0.14628832,Safe
0.429535288,1.022808231,Rough,0.198565289,Safe
0.385573564,1.085540344,Rough,0.211682752,Safe
0.343584062,1.185042981,Rough,0.210314572,Safe
0.410242291,1.10507619,Rough,0.11763566,Safe
0.366366883,1.242903019,Rough,0.138795838,Safe
0.405482481,1.161856453,Rough,0.129481599,Safe
0.669075979,1.452560581,Rough,0.919891238,Dangerous
0.280078837,1.093563224,Rough,0.10526219,Safe
0.454471758,1.723990743,Rough,0.12938194,Dangerous
0.402731323,1.305694582,Rough,0.102486849,Safe
0.318774859,1.004030401,Rough,0.100276694,Safe
0.599000728,1.977937716,Rough,0.1520053,Dangerous
0.608807162,2.307887582,Rough,1.544185877,Dangerous
0.384037309,1.697150092,Rough,1.27979815,Dangerous
0.312861057,0.650565012,Rough,0.242282286,Safe
0.379173532,0.493610202,Rough,0.407561541,Safe
0.435610402,0.806805473,Rough,0.518948078,Dangerous
0.428824981,1.237537077,Rough,0.288750052,Safe
0.37652343,0.73143962,Rough,0.174531102,Safe
0.258333536,0.260075482,Normal,0.00488102,Safe
0.268377985,0.307231851,Rough,0.054848202,Safe
0.065962546,0.230409345,Normal,0.044770498,Safe
0.111028211,0.366941143,Normal,0.056277283,Safe
0.089105748,0.311639586,Normal,0.071553752,Safe
0.113392749,0.406661855,Normal,0.107638434,Safe
0.089922789,0.284042181,Normal,0.076288342,Safe
0.07858623,0.25612235,Normal,0.045549642,Safe
0.062317374,0.298448015,Normal,0.042031739,Safe
0.066929917,0.256429752,Normal,0.032851741,Safe
0.060657343,0.238835385,Normal,0.041604623,Safe
0.060561764,0.31626623,Normal,0.035200492,Safe
0.062116353,0.269916234,Normal,0.033278059,Safe
0.058209304,0.23060099,Normal,0.029341497,Safe
0.152722464,0.451679542,Normal,0.105318591,Safe
0.329657788,1.062113984,Rough,0.432723731,Safe
0.535059989,1.602306768,Rough,0.642722607,Dangerous
0.394589985,0.856903968,Rough,0.413330168,Safe
0.22809298,0.388846861,Normal,0.068264395,Safe
0.1467522,0.405933255,Normal,0.070812233,Safe
0.138006018,0.322611528,Normal,0.091277689,Safe
0.171065721,0.281938505,Normal,0.098273464,Safe
0.187625026,0.718977951,Normal,0.123255402,Safe
0.1983485,0.673365878,Normal,0.12282604,Safe
0.270248884,1.09604945,Normal,0.11692176,Safe
0.333778429,1.344540053,Rough,0.186377138,Safe
0.495834681,1.072199745,Rough,0.185154825,Safe
0.449609958,0.474217481,Rough,0.095899202,Safe
0.270474412,0.263900271,Rough,0.065647617,Safe
0.046383966,0.269363732,Normal,0.05272894,Safe
0.04725898,0.302007529,Normal,0.03572274,Safe
0.04907884,0.295227152,Normal,0.036054615,Safe
0.063382775,0.223812527,Normal,0.028963212,Safe
0.149463498,0.297888775,Normal,0.088531688,Safe
1.043190129,7.013506074,Rough,1.153012633,Dangerous
0.485949685,1.139626024,Rough,0.513416231,Dangerous
0.582732653,4.7203567,Rough,0.619977891,Dangerous
0.292416314,0.884418671,Rough,0.301443279,Safe
0.096881137,0.37494488,Normal,0.054476649,Safe
0.114566987,0.421231311,Normal,0.043993462,Safe
0.188643386,0.483292074,Normal,0.072782405,Safe
0.183824966,0.475596016,Normal,0.096683323,Safe
0.178631917,0.639899776,Normal,0.092816375,Safe
0.325257671,0.638610632,Rough,0.184371278,Safe
0.383771072,0.986759875,Rough,0.241359726,Safe
0.603458045,1.687935562,Rough,0.218342423,Dangerous
0.531429624,2.164738199,Rough,0.166430816,Dangerous
0.297915421,0.686066444,Rough,0.113828659,Safe
0.537149228,1.615884771,Rough,0.187652156,Dangerous
0.478314641,1.525136226,Rough,1.837551832,Dangerous
0.393747489,0.511396142,Rough,0.297213912,Safe
0.29932818,1.583307245,Rough,0.934121013,Dangerous
0.179386795,0.501382607,Normal,0.348821014,Safe
0.203064554,0.686249702,Normal,0.19220601,Safe
0.292520135,0.736798929,Rough,0.251541495,Safe
0.096741288,0.261325344,Normal,0.067808442,Safe
0.127459156,0.261163107,Normal,0.070076279,Safe
0.112710646,0.263754428,Normal,0.06656497,Safe
0.12914896,0.457132812,Normal,0.075854905,Safe
0.127312748,0.416077284,Normal,0.092404485,Safe
0.15415371,0.543121704,Normal,0.123035669,Safe
0.163017505,0.42295194,Normal,0.138206974,Safe
0.121962183,0.369497747,Normal,0.092248954,Safe
0.203799491,0.564128988,Normal,0.24003917,Safe
0.307374905,0.677986272,Rough,0.230537191,Safe
0.3077553,0.649157091,Rough,0.314355969,Safe
0.269435644,0.790824099,Rough,0.16725114,Safe
0.216931801,0.797934333,Normal,0.132763132,Safe
0.228729409,0.816617387,Normal,0.149787053,Safe
0.297834255,1.3507051,Rough,0.245706335,Safe
0.296747275,0.831537784,Rough,0.210595727,Safe
0.451703681,1.386265696,Rough,0.264743984,Safe
0.303612376,0.95147719,Rough,0.246763781,Safe
0.411077399,1.438745373,Rough,0.269361466,Dangerous
0.472834064,1.145492912,Rough,0.323588878,Safe
0.419334684,1.111324776,Rough,0.298757643,Safe
0.745509663,2.859366875,Rough,0.501136363,Dangerous
0.307949893,0.966385555,Rough,0.188646853,Safe
0.286560783,0.660914582,Rough,0.224800676,Safe
0.518597268,1.813469907,Rough,0.36310789,Dangerous
0.376496703,1.303270759,Rough,0.206482694,Safe
0.30520084,0.953606508,Rough,0.14786002,Safe
0.793526876,2.344492486,Rough,0.840086877,Dangerous
0.884566497,3.856391833,Rough,0.770299375,Dangerous
0.807970895,3.622248914,Rough,0.851511478,Dangerous
1.317637079,7.063115181,Rough,1.145756245,Dangerous
0.593624063,2.478518297,Rough,0.449171782,Dangerous
0.623785681,1.331821458,Rough,0.774683893,Dangerous
0.653972826,1.708791297,Rough,1.084780335,Dangerous
0.552365068,1.461652039,Rough,0.513193429,Dangerous
0.369898064,1.159719204,Rough,0.584303975,Dangerous
0.557865724,4.218077986,Rough,0.645154178,Dangerous
0.646791646,2.050696813,Rough,0.741013348,Dangerous
0.428106243,2.382340741,Rough,0.602251589,Dangerous
0.453269045,2.862404475,Rough,1.545968413,Dangerous
0.628969543,2.2742868,Rough,0.820453703,Dangerous
0.453370102,0.903660567,Rough,0.367825568,Safe
0.237926788,0.837979927,Rough,0.434658021,Safe
0.256624312,0.855300171,Normal,0.417337596,Safe
0.34831236,0.815777922,Rough,0.669163823,Dangerous
0.243451874,0.598219866,Normal,0.282924116,Safe
0.203969246,0.445129729,Normal,0.216436088,Safe
0.37249626,0.776023397,Rough,0.101933092,Safe
0.332515327,1.23764279,Normal,0.506162584,Dangerous
0.283015553,0.49897283,Rough,0.620211422,Dangerous
0.424265708,3.27152718,Rough,0.728332579,Dangerous
0.169889362,0.41473067,Normal,0.13643159,Safe
0.496665193,4.508126302,Rough,0.360608578,Dangerous
0.141912892,0.585233669,Normal,0.317619264,Safe
0.163309868,0.50276687,Normal,0.306364268,Safe
0.315549395,1.698286853,Rough,0.826113164,Dangerous
0.263916329,0.667844483,Normal,0.447938621,Safe
0.228173645,1.007366727,Normal,0.464308769,Safe
0.211327228,1.106015844,Normal,0.579365134,Dangerous
0.236981439,1.184287424,Normal,0.566201985,Dangerous
0.142182672,0.355151065,Normal,0.434369832,Safe
0.246473598,1.312628215,Rough,0.318693697,Safe
0.090623643,0.459573729,Normal,0.167576119,Safe
0.159423184,0.422721552,Normal,0.121613167,Safe
0.141336389,0.320707787,Normal,0.149602547,Safe
1.418904185,8.496293954,Rough,0.859652877,Dangerous
0.579313996,3.178140442,Rough,0.473404646,Dangerous
0.388554798,2.854348772,Rough,2.003990173,Dangerous
0.350270548,1.030992011,Rough,0.5239712,Dangerous
0.233932389,0.736743938,Rough,0.737361968,Dangerous
0.218414616,0.823824156,Rough,0.3488262,Safe
0.272867941,0.974141443,Rough,0.674993873,Dangerous
0.178869774,0.365091836,Normal,0.253290862,Safe
0.338630151,0.922840593,Rough,0.518366277,Dangerous
0.40926477,1.170268501,Rough,0.874217629,Dangerous
0.305320717,0.58104058,Rough,0.475468516,Safe
0.567335088,2.855259441,Rough,1.144490004,Dangerous
0.633767392,3.190259099,Rough,1.458836794,Dangerous
0.89972196,3.146491003,Rough,0.629327536,Dangerous
0.778383441,2.122628223,Rough,0.181311548,Dangerous
0.721402322,2.014429457,Rough,0.244840458,Dangerous
0.589050087,1.588687467,Rough,0.305004597,Dangerous
0.939351181,4.18138204,Rough,0.885420501,Dangerous
0.521298882,1.320360609,Rough,1.734754682,Dangerous
0.259611891,0.78007884,Rough,0.106584698,Safe
0.201948693,0.955854899,Normal,0.104211226,Safe
